#Items	3300
#Nodes	10529
#Nodes2	10529
#Entities	7264
#Entities2	7264
#Relations	20
#Triples	337750
Sparsity rate	99.96799530513158
#Loops	14
#Triples<http://dbpedia.org/ontology/award>	43
#Head<http://dbpedia.org/ontology/award>	17
#Head-Entities<http://dbpedia.org/ontology/award>	17
#Tail<http://dbpedia.org/ontology/award>	40
#Tail-Entities<http://dbpedia.org/ontology/award>	0
#Triples<http://dbpedia.org/ontology/basedOn>	52
#Head<http://dbpedia.org/ontology/basedOn>	43
#Head-Entities<http://dbpedia.org/ontology/basedOn>	1
#Tail<http://dbpedia.org/ontology/basedOn>	24
#Tail-Entities<http://dbpedia.org/ontology/basedOn>	19
#Triples<http://dbpedia.org/ontology/cinematography>	1509
#Head<http://dbpedia.org/ontology/cinematography>	1488
#Head-Entities<http://dbpedia.org/ontology/cinematography>	0
#Tail<http://dbpedia.org/ontology/cinematography>	119
#Tail-Entities<http://dbpedia.org/ontology/cinematography>	119
#Triples<http://dbpedia.org/ontology/country>	345
#Head<http://dbpedia.org/ontology/country>	315
#Head-Entities<http://dbpedia.org/ontology/country>	0
#Tail<http://dbpedia.org/ontology/country>	17
#Tail-Entities<http://dbpedia.org/ontology/country>	17
#Triples<http://dbpedia.org/ontology/director>	1909
#Head<http://dbpedia.org/ontology/director>	1856
#Head-Entities<http://dbpedia.org/ontology/director>	0
#Tail<http://dbpedia.org/ontology/director>	307
#Tail-Entities<http://dbpedia.org/ontology/director>	307
#Triples<http://dbpedia.org/ontology/editing>	1195
#Head<http://dbpedia.org/ontology/editing>	1107
#Head-Entities<http://dbpedia.org/ontology/editing>	0
#Tail<http://dbpedia.org/ontology/editing>	111
#Tail-Entities<http://dbpedia.org/ontology/editing>	111
#Triples<http://dbpedia.org/ontology/openingFilm>	23
#Head<http://dbpedia.org/ontology/openingFilm>	8
#Head-Entities<http://dbpedia.org/ontology/openingFilm>	8
#Tail<http://dbpedia.org/ontology/openingFilm>	23
#Tail-Entities<http://dbpedia.org/ontology/openingFilm>	0
#Triples<http://dbpedia.org/ontology/series>	5
#Head<http://dbpedia.org/ontology/series>	4
#Head-Entities<http://dbpedia.org/ontology/series>	3
#Tail<http://dbpedia.org/ontology/series>	5
#Tail-Entities<http://dbpedia.org/ontology/series>	1
#Triples<http://dbpedia.org/ontology/starring>	9422
#Head<http://dbpedia.org/ontology/starring>	2583
#Head-Entities<http://dbpedia.org/ontology/starring>	1
#Tail<http://dbpedia.org/ontology/starring>	1223
#Tail-Entities<http://dbpedia.org/ontology/starring>	1219
#Triples<http://dbpedia.org/ontology/wikiPageWikiLink>	236434
#Head<http://dbpedia.org/ontology/wikiPageWikiLink>	7186
#Head-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	4007
#Tail<http://dbpedia.org/ontology/wikiPageWikiLink>	8030
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	4870
#Triples<http://dbpedia.org/property/allWriting>	1733
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	340
#Tail-Entities<http://dbpedia.org/property/allWriting>	340
#Triples<http://dbpedia.org/property/composer>	2015
#Head<http://dbpedia.org/property/composer>	1903
#Head-Entities<http://dbpedia.org/property/composer>	0
#Tail<http://dbpedia.org/property/composer>	150
#Tail-Entities<http://dbpedia.org/property/composer>	149
#Triples<http://dbpedia.org/property/notableWork>	132
#Head<http://dbpedia.org/property/notableWork>	37
#Head-Entities<http://dbpedia.org/property/notableWork>	37
#Tail<http://dbpedia.org/property/notableWork>	123
#Tail-Entities<http://dbpedia.org/property/notableWork>	0
#Triples<http://dbpedia.org/property/producers>	2216
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	344
#Tail-Entities<http://dbpedia.org/property/producers>	344
#Triples<http://dbpedia.org/property/productionCompanies>	4265
#Head<http://dbpedia.org/property/productionCompanies>	2677
#Head-Entities<http://dbpedia.org/property/productionCompanies>	0
#Tail<http://dbpedia.org/property/productionCompanies>	153
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	153
#Triples<http://dbpedia.org/property/story>	109
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	51
#Tail-Entities<http://dbpedia.org/property/story>	51
#Triples<http://purl.org/dc/terms/subject>	39107
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	911
#Tail-Entities<http://purl.org/dc/terms/subject>	911
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	0
#Tail<http://purl.org/linguistics/gold/hypernym>	13
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	13
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	34463
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	308
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	308
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	21
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	1
#Tail<http://www.w3.org/2000/01/rdf-schema#seeAlso>	11
#Tail-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	9
