#Items	3300
#Nodes	8987
#Nodes2	8987
#Entities	5722
#Entities2	5722
#Relations	20
#Triples	339918
Sparsity rate	99.94809030702645
#Loops	14
#Triples<http://dbpedia.org/ontology/award>	45
#Head<http://dbpedia.org/ontology/award>	33
#Head-Entities<http://dbpedia.org/ontology/award>	33
#Tail<http://dbpedia.org/ontology/award>	40
#Tail-Entities<http://dbpedia.org/ontology/award>	0
#Triples<http://dbpedia.org/ontology/basedOn>	55
#Head<http://dbpedia.org/ontology/basedOn>	43
#Head-Entities<http://dbpedia.org/ontology/basedOn>	1
#Tail<http://dbpedia.org/ontology/basedOn>	43
#Tail-Entities<http://dbpedia.org/ontology/basedOn>	38
#Triples<http://dbpedia.org/ontology/cinematography>	1514
#Head<http://dbpedia.org/ontology/cinematography>	1488
#Head-Entities<http://dbpedia.org/ontology/cinematography>	0
#Tail<http://dbpedia.org/ontology/cinematography>	209
#Tail-Entities<http://dbpedia.org/ontology/cinematography>	209
#Triples<http://dbpedia.org/ontology/country>	347
#Head<http://dbpedia.org/ontology/country>	315
#Head-Entities<http://dbpedia.org/ontology/country>	0
#Tail<http://dbpedia.org/ontology/country>	30
#Tail-Entities<http://dbpedia.org/ontology/country>	30
#Triples<http://dbpedia.org/ontology/director>	1909
#Head<http://dbpedia.org/ontology/director>	1856
#Head-Entities<http://dbpedia.org/ontology/director>	0
#Tail<http://dbpedia.org/ontology/director>	486
#Tail-Entities<http://dbpedia.org/ontology/director>	486
#Triples<http://dbpedia.org/ontology/editing>	1203
#Head<http://dbpedia.org/ontology/editing>	1107
#Head-Entities<http://dbpedia.org/ontology/editing>	0
#Tail<http://dbpedia.org/ontology/editing>	197
#Tail-Entities<http://dbpedia.org/ontology/editing>	197
#Triples<http://dbpedia.org/ontology/openingFilm>	23
#Head<http://dbpedia.org/ontology/openingFilm>	15
#Head-Entities<http://dbpedia.org/ontology/openingFilm>	15
#Tail<http://dbpedia.org/ontology/openingFilm>	23
#Tail-Entities<http://dbpedia.org/ontology/openingFilm>	0
#Triples<http://dbpedia.org/ontology/series>	5
#Head<http://dbpedia.org/ontology/series>	5
#Head-Entities<http://dbpedia.org/ontology/series>	4
#Tail<http://dbpedia.org/ontology/series>	5
#Tail-Entities<http://dbpedia.org/ontology/series>	1
#Triples<http://dbpedia.org/ontology/starring>	9578
#Head<http://dbpedia.org/ontology/starring>	2583
#Head-Entities<http://dbpedia.org/ontology/starring>	1
#Tail<http://dbpedia.org/ontology/starring>	1673
#Tail-Entities<http://dbpedia.org/ontology/starring>	1669
#Triples<http://dbpedia.org/ontology/wikiPageWikiLink>	236035
#Head<http://dbpedia.org/ontology/wikiPageWikiLink>	7015
#Head-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	3836
#Tail<http://dbpedia.org/ontology/wikiPageWikiLink>	7842
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	4682
#Triples<http://dbpedia.org/property/allWriting>	1750
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	538
