#Items	3300
#Nodes	13034
#Nodes2	13034
#Entities	9769
#Entities2	9769
#Relations	20
#Triples	355368
Sparsity rate	99.98138135363376
#Loops	14
#Triples<http://dbpedia.org/ontology/award>	44
#Head<http://dbpedia.org/ontology/award>	25
#Head-Entities<http://dbpedia.org/ontology/award>	25
#Tail<http://dbpedia.org/ontology/award>	40
#Tail-Entities<http://dbpedia.org/ontology/award>	0
#Triples<http://dbpedia.org/ontology/basedOn>	53
#Head<http://dbpedia.org/ontology/basedOn>	43
#Head-Entities<http://dbpedia.org/ontology/basedOn>	1
#Tail<http://dbpedia.org/ontology/basedOn>	34
#Tail-Entities<http://dbpedia.org/ontology/basedOn>	29
#Triples<http://dbpedia.org/ontology/cinematography>	1512
#Head<http://dbpedia.org/ontology/cinematography>	1488
#Head-Entities<http://dbpedia.org/ontology/cinematography>	0
#Tail<http://dbpedia.org/ontology/cinematography>	179
#Tail-Entities<http://dbpedia.org/ontology/cinematography>	179
#Triples<http://dbpedia.org/ontology/country>	346
#Head<http://dbpedia.org/ontology/country>	315
#Head-Entities<http://dbpedia.org/ontology/country>	0
#Tail<http://dbpedia.org/ontology/country>	25
#Tail-Entities<http://dbpedia.org/ontology/country>	25
#Triples<http://dbpedia.org/ontology/director>	1908
#Head<http://dbpedia.org/ontology/director>	1856
#Head-Entities<http://dbpedia.org/ontology/director>	0
#Tail<http://dbpedia.org/ontology/director>	460
#Tail-Entities<http://dbpedia.org/ontology/director>	460
#Triples<http://dbpedia.org/ontology/editing>	1199
#Head<http://dbpedia.org/ontology/editing>	1107
#Head-Entities<http://dbpedia.org/ontology/editing>	0
#Tail<http://dbpedia.org/ontology/editing>	167
#Tail-Entities<http://dbpedia.org/ontology/editing>	167
#Triples<http://dbpedia.org/ontology/openingFilm>	23
#Head<http://dbpedia.org/ontology/openingFilm>	12
#Head-Entities<http://dbpedia.org/ontology/openingFilm>	12
#Tail<http://dbpedia.org/ontology/openingFilm>	23
#Tail-Entities<http://dbpedia.org/ontology/openingFilm>	0
#Triples<http://dbpedia.org/ontology/series>	5
#Head<http://dbpedia.org/ontology/series>	4
#Head-Entities<http://dbpedia.org/ontology/series>	3
#Tail<http://dbpedia.org/ontology/series>	5
#Tail-Entities<http://dbpedia.org/ontology/series>	1
#Triples<http://dbpedia.org/ontology/starring>	9613
#Head<http://dbpedia.org/ontology/starring>	2583
#Head-Entities<http://dbpedia.org/ontology/starring>	1
#Tail<http://dbpedia.org/ontology/starring>	1832
#Tail-Entities<http://dbpedia.org/ontology/starring>	1828
#Triples<http://dbpedia.org/ontology/wikiPageWikiLink>	250827
