#Items	3300
#Nodes	7522
#Nodes2	7522
#Entities	4257
#Entities2	4257
#Relations	20
#Triples	311995
Sparsity rate	99.91391839852105
#Loops	14
#Triples<http://dbpedia.org/ontology/award>	43
#Head<http://dbpedia.org/ontology/award>	9
#Head-Entities<http://dbpedia.org/ontology/award>	9
#Tail<http://dbpedia.org/ontology/award>	40
#Tail-Entities<http://dbpedia.org/ontology/award>	0
#Triples<http://dbpedia.org/ontology/basedOn>	52
#Head<http://dbpedia.org/ontology/basedOn>	43
#Head-Entities<http://dbpedia.org/ontology/basedOn>	1
#Tail<http://dbpedia.org/ontology/basedOn>	15
#Tail-Entities<http://dbpedia.org/ontology/basedOn>	10
#Triples<http://dbpedia.org/ontology/cinematography>	1507
#Head<http://dbpedia.org/ontology/cinematography>	1488
#Head-Entities<http://dbpedia.org/ontology/cinematography>	0
#Tail<http://dbpedia.org/ontology/cinematography>	60
#Tail-Entities<http://dbpedia.org/ontology/cinematography>	60
#Triples<http://dbpedia.org/ontology/country>	343
#Head<http://dbpedia.org/ontology/country>	315
#Head-Entities<http://dbpedia.org/ontology/country>	0
#Tail<http://dbpedia.org/ontology/country>	9
#Tail-Entities<http://dbpedia.org/ontology/country>	9
#Triples<http://dbpedia.org/ontology/director>	1909
#Head<http://dbpedia.org/ontology/director>	1856
#Head-Entities<http://dbpedia.org/ontology/director>	0
#Tail<http://dbpedia.org/ontology/director>	154
#Tail-Entities<http://dbpedia.org/ontology/director>	154
#Triples<http://dbpedia.org/ontology/editing>	1193
#Head<http://dbpedia.org/ontology/editing>	1107
#Head-Entities<http://dbpedia.org/ontology/editing>	0
#Tail<http://dbpedia.org/ontology/editing>	56
#Tail-Entities<http://dbpedia.org/ontology/editing>	56
#Triples<http://dbpedia.org/ontology/openingFilm>	23
#Head<http://dbpedia.org/ontology/openingFilm>	4
#Head-Entities<http://dbpedia.org/ontology/openingFilm>	4
#Tail<http://dbpedia.org/ontology/openingFilm>	23
#Tail-Entities<http://dbpedia.org/ontology/openingFilm>	0
#Triples<http://dbpedia.org/ontology/series>	5
#Head<http://dbpedia.org/ontology/series>	3
#Head-Entities<http://dbpedia.org/ontology/series>	2
#Tail<http://dbpedia.org/ontology/series>	5
#Tail-Entities<http://dbpedia.org/ontology/series>	1
#Triples<http://dbpedia.org/ontology/starring>	9177
#Head<http://dbpedia.org/ontology/starring>	2583
#Head-Entities<http://dbpedia.org/ontology/starring>	1
#Tail<http://dbpedia.org/ontology/starring>	614
#Tail-Entities<http://dbpedia.org/ontology/starring>	610
#Triples<http://dbpedia.org/ontology/wikiPageWikiLink>	219116
#Head<http://dbpedia.org/ontology/wikiPageWikiLink>	5011
#Head-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	1832
#Tail<http://dbpedia.org/ontology/wikiPageWikiLink>	5634
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	2474
#Triples<http://dbpedia.org/property/allWriting>	1719
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	170
#Tail-Entities<http://dbpedia.org/property/allWriting>	170
#Triples<http://dbpedia.org/property/composer>	2016
#Head<http://dbpedia.org/property/composer>	1903
#Head-Entities<http://dbpedia.org/property/composer>	0
#Tail<http://dbpedia.org/property/composer>	76
#Tail-Entities<http://dbpedia.org/property/composer>	75
#Triples<http://dbpedia.org/property/notableWork>	130
#Head<http://dbpedia.org/property/notableWork>	19
#Head-Entities<http://dbpedia.org/property/notableWork>	19
#Tail<http://dbpedia.org/property/notableWork>	123
#Tail-Entities<http://dbpedia.org/property/notableWork>	0
#Triples<http://dbpedia.org/property/producers>	2214
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	172
#Tail-Entities<http://dbpedia.org/property/producers>	172
#Triples<http://dbpedia.org/property/productionCompanies>	4225
#Head<http://dbpedia.org/property/productionCompanies>	2677
#Head-Entities<http://dbpedia.org/property/productionCompanies>	0
#Tail<http://dbpedia.org/property/productionCompanies>	77
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	77
#Triples<http://dbpedia.org/property/story>	104
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	26
#Tail-Entities<http://dbpedia.org/property/story>	26
#Triples<http://purl.org/dc/terms/subject>	34670
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	456
#Tail-Entities<http://purl.org/dc/terms/subject>	456
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	0
#Tail<http://purl.org/linguistics/gold/hypernym>	7
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	7
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	30776
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	154
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	154
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	21
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	1
#Tail<http://www.w3.org/2000/01/rdf-schema#seeAlso>	7
#Tail-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	5
