#Items	3300
#Nodes	14708
#Nodes2	14708
#Entities	11443
#Entities2	11443
#Relations	20
#Triples	428777
Sparsity rate	99.98362724776477
#Loops	14
#Triples<http://dbpedia.org/ontology/award>	45
#Head<http://dbpedia.org/ontology/award>	33
#Head-Entities<http://dbpedia.org/ontology/award>	33
#Tail<http://dbpedia.org/ontology/award>	40
#Tail-Entities<http://dbpedia.org/ontology/award>	0
#Triples<http://dbpedia.org/ontology/basedOn>	56
#Head<http://dbpedia.org/ontology/basedOn>	43
#Head-Entities<http://dbpedia.org/ontology/basedOn>	1
#Tail<http://dbpedia.org/ontology/basedOn>	44
#Tail-Entities<http://dbpedia.org/ontology/basedOn>	39
#Triples<http://dbpedia.org/ontology/cinematography>	1515
#Head<http://dbpedia.org/ontology/cinematography>	1488
#Head-Entities<http://dbpedia.org/ontology/cinematography>	0
#Tail<http://dbpedia.org/ontology/cinematography>	238
#Tail-Entities<http://dbpedia.org/ontology/cinematography>	238
#Triples<http://dbpedia.org/ontology/country>	348
#Head<http://dbpedia.org/ontology/country>	315
#Head-Entities<http://dbpedia.org/ontology/country>	0
#Tail<http://dbpedia.org/ontology/country>	33
#Tail-Entities<http://dbpedia.org/ontology/country>	33
#Triples<http://dbpedia.org/ontology/director>	1942
#Head<http://dbpedia.org/ontology/director>	1858
#Head-Entities<http://dbpedia.org/ontology/director>	2
#Tail<http://dbpedia.org/ontology/director>	615
#Tail-Entities<http://dbpedia.org/ontology/director>	613
#Triples<http://dbpedia.org/ontology/editing>	1216
#Head<http://dbpedia.org/ontology/editing>	1107
#Head-Entities<http://dbpedia.org/ontology/editing>	0
#Tail<http://dbpedia.org/ontology/editing>	222
#Tail-Entities<http://dbpedia.org/ontology/editing>	222
#Triples<http://dbpedia.org/ontology/openingFilm>	23
#Head<http://dbpedia.org/ontology/openingFilm>	15
#Head-Entities<http://dbpedia.org/ontology/openingFilm>	15
#Tail<http://dbpedia.org/ontology/openingFilm>	23
#Tail-Entities<http://dbpedia.org/ontology/openingFilm>	0
#Triples<http://dbpedia.org/ontology/series>	2
#Head<http://dbpedia.org/ontology/series>	2
#Head-Entities<http://dbpedia.org/ontology/series>	2
#Tail<http://dbpedia.org/ontology/series>	2
#Tail-Entities<http://dbpedia.org/ontology/series>	0
#Triples<http://dbpedia.org/ontology/starring>	9926
#Head<http://dbpedia.org/ontology/starring>	2582
#Head-Entities<http://dbpedia.org/ontology/starring>	2
#Tail<http://dbpedia.org/ontology/starring>	2446
#Tail-Entities<http://dbpedia.org/ontology/starring>	2435
#Triples<http://dbpedia.org/ontology/wikiPageWikiLink>	269122
#Head<http://dbpedia.org/ontology/wikiPageWikiLink>	11411
#Head-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	8232
#Tail<http://dbpedia.org/ontology/wikiPageWikiLink>	12467
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	9307
#Triples<http://dbpedia.org/property/allWriting>	1805
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	679
#Tail-Entities<http://dbpedia.org/property/allWriting>	679
#Triples<http://dbpedia.org/property/composer>	2056
#Head<http://dbpedia.org/property/composer>	1903
#Head-Entities<http://dbpedia.org/property/composer>	0
#Tail<http://dbpedia.org/property/composer>	299
#Tail-Entities<http://dbpedia.org/property/composer>	298
#Triples<http://dbpedia.org/property/notableWork>	136
#Head<http://dbpedia.org/property/notableWork>	74
#Head-Entities<http://dbpedia.org/property/notableWork>	74
#Tail<http://dbpedia.org/property/notableWork>	123
#Tail-Entities<http://dbpedia.org/property/notableWork>	0
#Triples<http://dbpedia.org/property/producers>	2358
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	687
#Tail-Entities<http://dbpedia.org/property/producers>	687
#Triples<http://dbpedia.org/property/productionCompanies>	4362
#Head<http://dbpedia.org/property/productionCompanies>	2679
#Head-Entities<http://dbpedia.org/property/productionCompanies>	2
#Tail<http://dbpedia.org/property/productionCompanies>	309
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	305
#Triples<http://dbpedia.org/property/story>	132
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	101
#Tail-Entities<http://dbpedia.org/property/story>	101
#Triples<http://purl.org/dc/terms/subject>	42043
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	1821
#Tail-Entities<http://purl.org/dc/terms/subject>	1821
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	1
#Tail<http://purl.org/linguistics/gold/hypernym>	26
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	25
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	88916
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	615
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	615
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	22
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	20
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	2
