195	1239	881251642
185	937	879023529
21	997	878886902
243	245	880604302
165	326	886397722
297	182	884182600
114	180	881172049
252	233	891628252
304	58	886322758
5	80	883602283
61	97	879373543
285	533	875806918
199	32	884129602
209	627	891035928
223	292	888081976
302	121	879485066
121	267	879269963
193	51	879525876
290	1065	874805892
233	298	891033627
118	716	874774956
166	316	892738307
298	1045	877880041
307	453	887738226
94	256	879197329
37	408	892432750
101	216	888803149
62	410	875748109
159	274	876768106
49	506	877052438
300	141	882078420
224	476	879539767
289	697	880473735
96	22	884239553
156	296	886889876
180	825	878963276
277	292	891295230
275	233	880913767
6	144	891354530
9	115	877888944
283	752	885329065
200	16	884112581
286	249	875334060
245	81	884921986
241	932	879741196
248	403	879640284
98	272	885679157
177	202	882826242
250	24	886272615
80	120	876533586
259	360	890618729
24	967	885852059
58	1108	888206363
71	566	880037203
86	72	879877083
41	601	881107502
291	233	881105245
19	117	879668442
12	49	882140001
137	99	879022956
59	604	883327201
56	924	883697831
222	972	891550504
188	503	893265239
242	315	879989217
91	461	875656623
240	300	887249576
253	841	886474807
292	208	888905519
126	286	884363851
221	239	877563716
266	155	878971599
10	37	891905936
7	433	879362233
161	824	877635965
278	100	891209021
144	76	875272348
27	566	881957147
134	264	879857797
31	6	883717766
89	354	891385752
215	220	881432501
249	416	878090199
270	589	885847901
264	296	875320633
197	99	884207325
167	8	884287394
109	1227	886988374
57	170	884663379
236	99	879376381
93	120	891721815
127	217	879969244
43	468	878348499
263	1470	886123596
40	1037	890687642
81	274	876311344
261	0	879962366
173	1089	886515591
42	419	883954853
83	14	883449993
268	662	891457067
258	1133	877926006
84	1119	879454820
212	566	878955941
120	470	891390599
48	167	888068686
154	290	879371061
67	407	876974677
171	22	875537717
18	433	885412840
267	481	875309859
4	188	878844495
79	529	887401430
65	284	883601089
17	601	880129388
25	256	891371596
129	147	876251127
255	366	882163778
0	37	878543075
55	690	892676970
14	117	879456381
206	63	877846793
231	1126	888549907
51	18	882922407
160	471	891172358
147	586	877399018
124	96	879454385
82	68	887665549
271	770	879455220
150	468	879528674
53	869	880938547
15	173	877719504
90	509	891439243
293	356	877818861
228	314	891632347
35	746	882157285
69	481	884064444
13	428	879119692
294	481	879517348
232	173	877661553
213	1037	891544269
191	24	881367618
99	878	891375260
306	23	876176161
296	594	874955107
192	1072	889126453
112	317	875075887
274	494	880314031
218	37	889452455
217	657	877488366
122	317	879809220
157	684	880134499
301	986	879436875
22	108	874784466
295	948	884196741
32	244	891964326
153	331	879138287
76	143	884752853
269	49	876954004
186	212	879465858
169	321	884293671
100	715	877136928
183	116	889907995
111	299	884992566
132	267	890588766
214	257	891434563
68	761	882126156
103	291	888465166
239	244	885775831
143	222	888105197
190	314	891561456
60	298	891206407
141	185	888640430
176	566	880130915
202	236	880434411
20	322	874950889
196	360	891409199
133	877	891732393
179	370	877127237
235	547	890116628
262	0	891299207
108	172	880572786
63	86	889737851
113	194	881260861
238	78	889179544
116	336	886019636
64	734	879216949
136	383	881433719
256	197	880496822
110	331	891680028
284	355	890595777
95	193	884403392
115	341	881246552
72	316	888625934
220	99	875244125
234	521	889655044
163	221	889401927
280	340	881200789
181	149	885613294
128	321	883245452
44	471	881014417
130	247	883681262
229	194	880484416
125	265	887938392
230	0	879965704
279	76	891702086
287	135	886374316
151	124	880149165
216	221	889069944
78	688	891271308
74	150	884050502
244	132	888513058
281	303	879949347
77	236	879634264
117	133	875384916
282	292	879297013
170	308	891034835
106	311	891264266
225	27	883889322
305	1509	876504614
172	324	877556988
184	738	883524475
149	150	878746824
273	149	878944679
187	160	875073048
47	284	879434181
310	496	884364931
164	201	879525855
207	185	883108518
1	13	888551853
204	242	888284758
247	403	884536165
92	410	888706037
158	257	893255836
145	313	891458193
28	877	882821161
155	649	888185906
36	230	880916046
140	49	884584735
194	233	875771441
107	746	879879662
46	338	879439078
254	146	883216845
88	180	879441491
139	284	879013617
189	271	891033676
23	126	875323879
16	242	885166209
312	627	891028873
52	150	879443011
123	97	890287822
148	872	883512752
175	92	886047963
105	311	888706075
311	600	891699263
174	185	877107790
152	292	881370859
219	266	881197771
142	329	888407622
198	987	883782509
201	513	879726778
276	617	879543801
205	311	888179565
75	580	882607444
313	1295	877890734
135	236	882693597
178	914	892151064
3	269	892001690
303	110	884968264
2	337	889237141
226	13	879035463
251	274	891456877
211	509	879304051
309	1020	879435764
34	241	875459166
146	290	885594040
104	746	889214406
33	241	888601628
70	512	877319567
50	477	883498655
203	266	892388935
314	215	879821120
30	326	881547746
315	433	880854337
102	254	880416423
317	264	884495664
29	163	875060217
119	126	889489772
45	746	883614645
288	116	876789514
208	283	883417613
260	324	890454279
87	1189	891038103
8	274	886959423
246	338	893081396
320	13	879438825
265	284	892256662
73	338	888333194
237	299	883575855
318	304	879975504
322	884	878738997
66	116	875379794
210	421	879459846
97	209	880498968
11	70	879959635
39	268	889041477
257	746	885701004
227	97	889388607
324	1	891478772
319	286	884748277
325	942	879877326
326	512	887747338
182	180	891463937
327	552	885049790
321	215	887313850
329	207	876546409
26	923	891543245
330	512	877196173
331	694	887938760
328	196	891656429
85	286	879570218
138	294	879538218
299	242	875650068
162	431	891220137
332	267	891044134
333	1131	891549192
38	935	891400704
323	321	880575163
131	482	891278807
335	3	877757790
334	257	891566808
168	329	891268491
337	523	879438449
338	959	891034778
308	324	877370383
341	87	875320644
339	94	884991083
316	311	891446208
340	1278	890757782
342	3	876408139
343	894	884814359
344	431	884992142
345	737	874950316
346	209	881653973
272	313	891292846
54	180	878176237
348	282	879466156
347	125	886523560
353	556	891217082
350	987	883356684
357	113	891270652
351	97	884290428
359	256	880354515
362	847	891498365
354	1173	879486421
361	310	885019504
356	409	878952041
355	313	891405619
360	165	879440605
364	893	891303515
349	587	882346986
366	144	876690077
367	571	889783617
370	78	880435519
372	1131	877112076
369	133	879434859
373	180	880392846
371	557	876869481
336	634	875236281
377	433	889665232
365	559	888858078
376	269	891295957
374	601	886621917
358	180	886453305
378	191	880524972
379	649	885478292
380	1016	892697031
384	194	879453773
381	49	875945451
386	75	886484215
363	1046	875931585
368	917	889428642
387	589	886437039
385	116	877655028
388	698	881384441
382	502	891193108
389	298	879693770
392	168	887745912
391	274	891039049
375	813	879459207
393	140	880888815
390	124	877399894
397	99	875652816
396	482	885349759
398	417	882343327
395	453	884646582
400	124	891033651
401	49	876266741
383	314	891274055
394	251	883765897
352	298	891402310
402	239	879786084
404	398	885549044
399	286	885676365
405	1195	879539884
406	343	884614729
408	167	881107410
403	270	883790181
412	180	879969591
415	152	886317272
407	308	889679761
409	352	888626481
410	228	891035362
416	215	879647298
411	632	879716918
419	85	891357021
421	236	875130230
424	513	890347138
418	190	879435590
414	478	879439960
422	687	891395020
428	363	882386237
427	1311	892572362
426	320	879701051
417	311	891282680
423	838	880859693
431	107	889416608
420	446	892241687
434	126	884131681
432	284	880585068
425	517	879444117
435	713	887770668
429	55	877226323
433	972	886724940
436	236	880140466
437	20	879868683
430	687	881127786
441	217	883390048
439	269	891550404
444	331	890987410
446	544	878854704
448	542	879959023
449	330	882369964
445	885	879786943
438	266	882892424
450	1293	879012811
451	195	875275763
453	133	881959991
452	399	888206038
413	292	884999128
454	0	878585685
443	269	891979403
447	317	891888099
456	369	882398275
455	176	881373900
457	328	889324461
461	99	886365387
458	287	879561679
459	271	882912371
460	345	885355679
466	257	879532164
467	529	875295368
465	3	890285034
471	373	875982680
464	316	883531487
462	474	877385664
470	1217	889828026
473	1170	887924469
468	601	879524376
463	1023	878354829
475	3	883364143
477	352	889397221
472	8	878157357
469	234	879178486
479	509	891208599
440	8	891035528
478	488	879461337
483	28	891195532
485	271	879874871
486	650	883530374
481	284	887644023
480	85	885828650
491	191	879969583
492	341	884130074
489	245	875427812
488	270	891448367
482	272	878953129
495	86	876073616
493	512	879541246
494	614	888635050
476	89	875941275
496	944	879310021
487	491	891294297
497	184	881955960
498	326	882996296
490	317	891184567
499	134	883875041
501	679	883702631
502	12	879438377
503	446	887840134
504	190	889333792
505	326	885135476
442	341	883504771
506	676	889966088
513	198	875463351
507	72	883777329
510	878	890004778
514	898	887658975
511	271	888579645
512	321	885062636
474	99	891452276
522	406	883700527
517	124	876823645
508	341	883591319
515	193	891290593
509	871	887667780
523	710	884637147
500	977	883348308
524	1045	881086274
520	190	884477868
519	241	885168819
518	347	883250148
527	76	886101428
531	574	893118712
529	441	883790943
530	906	887048836
528	687	882535049
516	821	892659923
526	644	879455792
484	344	891040967
532	683	887032380
534	60	879619107
535	547	882360283
525	49	885682426
536	19	886029974
533	818	877808340
540	1408	883874834
537	30	877109422
541	344	886532149
544	677	879899438
538	132	879788136
546	338	891282757
542	174	874864182
547	593	891416071
545	52	885141502
521	179	876960824
550	778	892785431
543	746	884795986
552	485	879948996
551	256	879221795
539	268	882156731
553	227	876550011
549	686	883425762
555	132	882136396
558	659	891034040
559	1017	879975529
560	708	885809897
562	869	880507263
565	740	881650627
556	252	880485693
557	934	879436396
563	1032	888730838
564	510	891037453
572	490	885843964
548	251	881672538
566	31	882426644
568	977	879793948
561	0	879194894
575	473	887168978
576	543	880476578
578	68	880951868
573	325	891279122
554	49	879962152
571	1008	879449683
574	175	878148087
583	421	885778263
587	776	890027600
586	679	892871641
567	853	877906935
585	1216	884066959
584	1007	891285491
581	1031	882962030
590	790	891031383
580	842	879642274
591	441	882956158
579	124	884125387
589	862	879439567
592	320	875644752
582	600	879384471
595	122	883539767
569	746	881262497
598	474	880953441
588	334	883352535
593	221	874783052
596	273	875339876
577	322	888957735
600	175	876348820
601	116	888638674
599	548	888452071
604	825	879429729
602	986	891956529
594	1026	886921475
605	292	880923349
607	266	880402983
606	309	883879971
609	97	888702902
610	352	891636192
616	486	883789386
617	172	891307404
613	274	879464234
608	946	886895886
