304	449	886324817
61	256	879372434
121	385	879270459
62	275	875747401
49	245	877052329
300	97	882075827
6	31	891350932
200	977	884114233
286	325	875333916
248	240	879641194
41	421	881107687
291	513	881103977
19	286	879667584
166	231	892738341
292	4	888906576
298	228	878192429
275	53	874791025
10	110	891903862
215	143	880234639
249	494	878090499
264	117	875320714
109	305	886987260
236	512	879376641
297	315	884182806
71	194	880037702
249	263	878089182
81	134	878769629
243	813	880605185
6	477	891352010
173	366	886434402
42	13	883955745
41	792	881108425
267	230	875744136
79	464	887401701
297	279	884183336
278	1238	892174404
65	296	883601324
17	441	880130193
98	78	885680138
12	97	881515011
118	326	876923913
129	377	875801662
129	215	875216545
91	1077	886443455
291	173	881105481
223	25	888104153
89	345	891383319
271	177	879455113
150	9	879524921
5	13	883599249
302	68	879467542
15	942	877727122
304	213	886323068
193	1026	879541148
86	552	879875940
293	108	877819599
228	326	891632142
61	64	879374686
206	589	876018608
278	67	875307407
267	1	875744173
232	201	879394264
82	621	880308578
99	342	891374868
122	425	879873020
221	117	877563802
278	499	875308843
180	2	878963441
200	765	884114505
94	134	879197562
295	506	884196584
221	76	878183616
0	32	878542699
0	159	875072547
127	506	879967767
221	722	878181976
304	423	886324486
190	284	891560842
20	556	874951695
271	11	879455254
295	19	884196921
133	284	891732334
37	756	892434626
42	813	883956189
82	77	880309089
63	390	889737542
221	96	878181739
212	172	878955442
124	162	879454956
173	313	886432749
113	503	881260203
249	237	878089963
118	405	887038665
202	469	880434463
294	193	879517412
268	216	891451610
302	402	879468375
221	276	877563913
213	566	892668197
302	251	879544791
95	155	884402860
71	1108	880037334
289	49	880473582
188	524	893266205
298	301	877618584
297	484	884183063
61	710	879376178
62	760	875747688
255	847	882164603
292	248	888905229
130	125	883681514
108	7	880572642
229	678	880484286
243	264	880606634
304	70	886323684
287	131	886374129
278	1492	890780576
71	697	880036783
307	54	887738760
268	197	891447062
221	779	881059677
12	862	882141924
268	505	891448800
278	397	875313859
5	97	883600680
242	1037	879988184
77	321	879633567
106	331	891264267
275	69	874790826
61	1014	879373008
213	476	891544052
221	25	878183043
55	70	892683275
12	807	882397582
94	1215	880572658
263	653	886123530
206	12	875506839
41	586	881108147
212	234	878955115
235	630	890116254
143	707	888105940
221	48	878183512
233	624	892336358
243	705	880606243
207	215	883108324
262	95	891298336
133	321	891732335
204	302	888284313
222	326	891548959
267	216	875744501
279	1047	891702486
188	19	893264466
266	120	878970681
42	119	884029430
41	43	881108548
233	80	892334680
36	286	880915258
234	229	889655162
101	69	888803537
43	658	878347915
177	431	882827834
76	472	884732407
55	1045	892911290
194	1050	877835102
166	657	892738277
107	99	879879720
285	355	877531537
243	548	880602264
243	182	880606043
298	385	889502756
238	270	889181247
215	54	880245145
304	652	886323937
63	734	889739212
20	128	874951382
94	232	879196354
254	1032	883217030
229	1439	880485726
5	299	883600406
255	441	882164727
101	513	888801316
103	283	888465201
269	97	876955868
189	975	891042938
200	202	884114471
84	1063	879455021
173	935	886432989
274	185	880314383
267	581	876513830
91	829	886443708
6	541	891351772
23	63	875322758
6	552	891354639
81	55	878769410
278	739	875296891
296	88	875239125
302	67	879467361
279	0	891700426
109	37	886988574
183	520	889908462
207	661	883108476
61	181	879375169
89	11	891383241
285	72	877532965
274	264	880314031
69	397	884068521
151	683	880149074
197	117	884206513
243	788	880608037
233	240	892335042
206	67	877125350
1	49	888552084
180	617	878963086
184	215	883526268
83	1031	883452711
282	843	879297442
180	332	878961749
307	58	887737647
4	452	875721432
6	642	891351685
101	522	888803537
152	173	881371140
89	943	891383866
302	391	879484981
103	297	888442436
93	790	885873006
292	706	888907527
216	26	889070011
199	890	884127082
295	221	884196640
144	754	885557506
284	267	890595313
142	680	888407741
296	24	874954497
300	137	882079446
95	671	884402860
276	256	879543487
193	211	879524216
24	256	885853415
37	571	892433660
65	180	883601425
137	521	879024043
290	14	874833668
222	421	891550684
177	198	882826306
306	947	877123315
187	236	875073648
261	63	879793022
222	761	891550067
129	305	877984546
58	176	888204349
160	167	891171174
96	668	884239744
302	1096	879467959
2	333	889237269
43	14	878341343
93	173	885870231
116	180	880124648
261	222	879791816
91	745	875656164
150	833	879524199
180	1325	878963305
296	430	875239658
109	566	886988449
205	321	888179833
55	448	892679374
267	788	876513785
295	427	884197330
233	227	892079190
222	906	891548802
98	245	888469392
209	96	887736454
163	928	889402340
304	78	886324276
17	727	880131236
81	341	884713755
206	24	876079113
108	0	880563619
91	240	875655961
176	319	880130481
276	254	879544145
17	181	880130640
275	566	882659211
86	176	879875940
24	207	885852337
4	361	875635225
150	917	879524368
221	87	878183336
58	416	888205188
267	1039	875743735
233	1393	892334976
63	514	889737376
238	80	889179808
143	152	888105823
209	272	887730676
0	112	878542738
120	116	891388600
302	424	879542535
211	179	879303974
312	21	891014870
12	120	882397503
61	286	879371909
34	242	875459046
183	512	889908497
180	1008	878962774
55	183	892679088
115	249	876452606
155	639	888185677
236	190	879376773
245	423	884921918
114	7	881171982
310	384	884365747
104	266	889214268
150	370	879524819
63	159	889739288
82	81	887665423
86	195	879877681
50	181	883498790
91	175	875652981
163	683	889402160
183	206	889908903
42	203	883956122
91	788	875907618
254	470	883216958
100	221	877136243
129	899	884624044
177	274	882823978
0	226	876892946
169	290	884103732
59	1019	883326185
37	677	892432062
193	476	879521329
180	406	878962550
295	853	884197352
134	38	879857931
144	1243	875271397
48	623	888067031
312	98	891014029
31	288	883717913
194	298	890588925
29	537	885941454
15	55	877719863
261	291	879790906
93	344	891725410
12	58	882140425
55	171	892737191
108	586	880578388
64	195	879216637
91	114	875654125
300	658	882076782
84	296	880581629
187	217	875074667
72	93	888625754
193	204	879524291
275	271	874786517
72	55	888626041
310	417	884364931
0	16	875073198
6	80	891352626
12	352	888779458
108	625	880582133
194	153	888737525
115	1214	876452582
302	431	879467985
116	150	880126373
61	110	879372670
195	250	881251274
317	766	884498022
24	257	885853199
58	581	888205921
302	1284	879467413
302	736	879544276
100	403	877137015
12	329	881515457
262	196	891299752
278	78	875296461
260	338	890454045
61	113	879373568
48	6	888067307
91	526	875657681
206	1431	878191574
275	225	874792520
310	847	884365781
226	409	879035897
86	1	879876074
292	603	888907702
150	1296	879528520
261	46	879794599
190	752	891560366
300	201	882076211
129	205	875801695
56	758	883697617
306	264	877122816
222	409	891550005
136	298	881432524
20	102	874951245
310	4	884365853
212	607	878955533
126	292	884363803
176	55	880130618
267	93	875743630
237	251	883576644
4	380	875636587
268	656	891448497
292	494	888905840
268	791	891449880
79	580	887401701
76	194	884733695
205	898	888179980
82	336	883868647
313	1261	877890611
270	110	885847956
17	385	880130155
15	469	877724845
27	94	881956917
58	708	888205463
9	502	877892110
156	249	886890296
275	245	874786686
322	256	878739393
274	499	875154718
200	196	884113422
185	981	879023152
67	6	876974096
279	779	891701699
63	682	889740199
231	90	888549515
89	660	891385842
39	266	889041430
180	220	878962465
304	186	886323189
100	251	877136628
61	1071	879374752
229	233	880484756
108	973	880572351
72	355	888626007
129	244	874953526
294	702	879519266
124	995	892838976
320	285	879438857
159	186	876770168
106	269	891264432
89	423	891384996
81	917	876311280
56	754	883697730
267	62	875743792
286	256	875334224
223	947	888104057
137	210	879024183
9	338	880371312
6	126	891351728
233	160	892335824
304	958	886324362
258	957	888720593
4	61	875637575
180	1162	878962464
221	1205	881060659
4	230	875635947
294	72	879519009
183	99	889907652
206	808	877125506
141	180	888640317
290	569	875086608
12	486	890704999
278	507	875296552
58	586	888204389
255	937	882164893
279	127	891701188
42	51	883955224
96	480	884238693
267	468	875310745
187	767	875074720
157	84	880135118
98	181	886518810
174	70	877107942
253	622	886473254
302	289	879484804
55	234	892911348
116	827	881010219
267	51	875309319
319	176	884749360
150	967	879542510
206	120	875504876
233	703	892318002
130	99	883681418
307	296	887741383
190	750	891560481
302	1313	879544791
6	558	892132798
114	126	881171760
62	221	875747635
89	1192	891383718
93	623	891723086
298	514	889503159
233	232	892335990
235	311	890115777
309	534	879436137
233	615	892078741
267	263	876513607
15	190	877719454
232	98	877663383
91	1140	886442422
220	1248	875247855
312	671	891016622
57	108	884304396
269	779	876955750
292	627	888907753
6	240	891354053
150	14	879524879
309	843	879436534
223	656	888103840
58	169	888204430
271	126	879454725
13	528	890881433
22	169	874785348
93	453	891721777
150	209	879524419
213	150	892668153
114	91	881172049
61	137	879376709
80	822	876534437
116	49	880126022
220	203	875246008
71	225	880037307
121	214	879270676
307	433	887737484
124	1178	892838865
150	488	879528418
292	35	888908041
266	237	878971629
96	114	884239525
221	134	878181563
319	292	884748418
84	645	879453844
278	825	888426577
270	628	885848943
302	746	879466214
248	123	879572646
279	691	891701027
75	91	882606108
285	6	875807003
194	494	888737525
12	568	882397581
221	156	878181976
108	99	880563080
89	629	891384570
193	1204	879554453
234	1147	889655595
212	47	878955848
42	1055	884029777
144	458	875271312
234	417	889655858
233	483	892079434
89	524	891383866
258	748	888630424
200	324	884111095
232	480	877661437
250	143	886271920
268	921	891447169
301	244	879436911
291	274	881103915
310	566	884365325
182	240	892323453
287	195	886373474
56	829	883697785
89	601	891385132
21	789	878887227
193	703	879524007
6	132	891353192
84	627	879454685
153	174	879138784
206	506	877879259
268	512	891449123
188	90	893265684
30	680	881547834
221	152	878182416
6	173	891350757
177	254	882824001
122	845	879873193
139	299	879013747
57	958	884305004
98	506	885678840
197	649	884207424
317	63	884495590
289	474	880475837
15	940	877719863
180	302	878961586
177	124	882824431
196	847	891410124
188	29	893266205
232	804	880610396
69	415	884066823
304	14	886322796
12	312	884538485
124	172	879454100
235	504	890118153
196	175	891409798
296	197	875238923
221	209	878184338
105	701	881450039
229	209	880484975
304	86	886323153
101	430	883748418
146	337	885594204
310	228	884365890
20	296	874951382
67	117	876974248
188	119	893264954
55	229	892676339
221	24	877563437
306	429	877123333
143	311	888103407
22	402	874787860
21	226	878888067
311	478	891698224
151	146	880149045
144	999	875271607
326	459	887746665
268	476	891448980
45	688	883611274
115	247	876452492
200	36	884114635
261	90	879792713
36	182	880930042
310	69	884364999
173	394	886515104
124	149	879454892
234	509	889655162
55	193	892676908
270	120	885848132
312	30	891015486
12	225	882397651
0	120	875071823
6	612	891352489
321	196	887313983
6	645	891352489
169	244	884103758
293	286	877818729
310	212	884365075
25	6	891350826
317	203	884496218
206	13	875504876
229	237	880484778
93	234	891722980
91	779	875907649
254	877	883215660
249	1	878090414
310	72	884366187
0	73	889751736
48	756	888067596
329	10	876546561
298	919	889502087
129	874	874953291
73	324	888333329
